歌名,難度,譜面定數,主分類,副分類,技巧標籤,不確定度,備註
Excalibur ~Revived resolution~,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 200、CHAIN 2061；中高速綜合物量型，重疊配置可用擦り穩定。
MEGATON BLAST,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定",中低,BPM 194、CHAIN 2462；譜面密度高，整體配置穩定度要求高。
8-EM,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 168、CHAIN 2415；譜面有持續處理量與重疊配置，擦り可輔助穩定。
Grievous Lady,master,14.8,物量譜面,"高速處理, 全體難, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 210、CHAIN 2472；中高速高密度，鍵盤與餡蜜輔助都重要。
スピカの天秤,master,14.8,高速處理,"全體難, 物量譜面, 拘束配置","餡蜜推薦, 鍵盤",中低,BPM 252、CHAIN 2398；高 BPM 配置壓力明顯，推分時餡蜜處理很實用。
AMAZING MIGHTYYYY!!!!,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定",中低,BPM 185、CHAIN 2525；整體密度高，配置穩定度是主軸。
Calamity Fortune,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 200、CHAIN 2328；中高速配置多，部分重疊配置可用擦り輔助。
glory MAX -to the MAXimum-,master,14.8,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 190、CHAIN 2159；偏綜合型，節奏、配置與基礎穩定度都要顧。
Hardsync,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 全押推薦",中,BPM 200、CHAIN 2592；譜面整體密度高，持續處理量與配置穩定度是重點。部分密集多押段落可用全押思維提高穩定度。
Swift Swing,master,14.8,拘束配置,"視認難, 局部難, 混合節奏","片手處理, 擦り可用",中,BPM 150、CHAIN 1556；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。部分重疊或滑條牽制段落可用擦り輔助。
ずんずんサファリ,master,14.8,標準,"混合節奏, 拘束配置, 局部難",,中,BPM 150、CHAIN 1870；偏綜合型，節奏、配置與基礎穩定度都要顧。
〚空虚〛 ~Pyrophilia,master,14.8,拘束配置,"視認難, 全體難, 混合節奏",片手處理,中,BPM 135、CHAIN 1812；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。
ÅMARA (大未来電脳),master,14.8,拘束配置,"視認難, 全體難, 混合節奏","鍵盤, 片手處理",中,BPM 115、CHAIN 2511；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。
4月1日でございました,master,14.8,拘束配置,"視認難, 全體難, 混合節奏","鍵盤, 片手處理",中,BPM 41、CHAIN 1901；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。
エータ・ベータ・イータ,master,14.8,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 186、CHAIN 2213；偏綜合型，節奏、配置與基礎穩定度都要顧。
Crimson Phoenix,master,14.8,標準,"混合節奏, 拘束配置, 局部難",擦り可用,中,BPM 180、CHAIN 1717；偏綜合型，節奏、配置與基礎穩定度都要顧。部分重疊或滑條牽制段落可用擦り輔助。
Tuk Tuk Boshi,master,14.8,拘束配置,"視認難, 局部難, 混合節奏","片手處理, 擦り可用",中,BPM 148、CHAIN 1403；CHAIN 不高，譜面偏特殊配置與手順牽制，部分滑條旁配置可擦り。
Alea jacta est!,master,14.8,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 162、CHAIN 2020；譜面偏綜合型，沒有單一極端要素，但配置與穩定度要求高。
Ai Nov,master,14.8,拘束配置,"全體難, 視認難, 混合節奏","片手處理, 鍵盤",中,BPM 195、CHAIN 2088；譜面有大量長條/AIR 牽制與混合配置，手順壓力明顯。
Everlasting Today,master,14.8,拘束配置,"視認難, 全體難, 混合節奏","片手處理, 擦り可用",中,BPM 148、CHAIN 2138；譜面長條與滑條牽制很多，部分段落可擦り。
L'épisode,master,14.8,局部難,"視認難, 拘束配置, 混合節奏",片手處理,中,BPM 118、CHAIN 1372；低速特殊配置型，重點是視認、手順與局部段落。
Vallista,master,14.8,局部難,"視認難, 拘束配置, 混合節奏",片手處理,中,BPM 180、CHAIN 1462；CHAIN 不高但定數高，主要看局部配置與視認反應。
Angelic Layer,master,14.8,標準,"混合節奏, 拘束配置, 局部難",,中高,BPM 146；CHAIN 空白；偏綜合型，節奏、配置與基礎穩定度都要顧。
当たり前田の小野美苗,master,14.8,標準,"混合節奏, 拘束配置, 局部難",,中高,BPM 168；CHAIN 空白；偏綜合型，節奏、配置與基礎穩定度都要顧。
ouroboros,master,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定",中高,BPM 188、CHAIN 2065；定數空白，譜面偏綜合物量型，分類保守。
MUSIC PЯAYER,ultima,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 168、CHAIN 2585；譜面密度高且整體分布平均，多處重疊/密集配置，擦り可作為穩定化手段。
Dreadnought,ultima,14.8,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 192、CHAIN 2315；譜面整體處理量高，重疊快速與連續配置明顯，擦り可提高部分段落穩定度。
猛進ソリストライフ!,ultima,14.8,高速處理,"全體難, 物量譜面, 拘束配置","餡蜜推薦, 交互穩定",中低,BPM 252、CHAIN 2087；高 BPM 下連續配置壓力明顯，推分時餡蜜處理比完全正攻更實際。
腐れ外道とチョコレゐト,ultima,14.8,高速處理,"全體難, 物量譜面, 拘束配置","餡蜜可用, 交互穩定",中低,BPM 260、CHAIN 2048；高 BPM 下有連續配置與混合段落，餡蜜可輔助高速處理。
Melodiniq,expert,14.9,物量譜面,"全體難,拘束配置,視認難","交互穩定,擦り可用",中低,圖面整體配置量高，長條/滑條、AIR 與 TAP 交錯頻繁，並有多段斜向與局部密集配置；整首壓力偏持續，耐力、視認與手順穩定是主軸。
Don't Fight The Music,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","鍵盤, 交互穩定, 擦り可用",低,BPM 200、CHAIN 3070；譜面整體密度高且長條/滑條與 TAP 混合多，後段也不能鬆，部分重疊配置可擦り。
BATTLE NO.1,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",低,BPM 200、CHAIN 2723；高密度配置持續，整體耐力與穩定度要求高。
Surrogate Life,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","鍵盤, 交互穩定",低,BPM 180、CHAIN 2976；CHAIN 很高，整體持續壓力與後段穩定度是主軸。
Kattobi KEIKYU Rider,master,14.9,物量譜面,"高速處理, 全體難, 最後不能鬆懈","餡蜜可用, 鍵盤, 交互穩定",低,BPM 220、CHAIN 3600；CHAIN 極高且高速，整體耐力與穩定度壓力很大。
Chronomia,master,14.9,高速處理,"全體難, 混合節奏, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 227、CHAIN 2080；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。
Tempestissimo,master,14.9,物量譜面,"全體難, 拘束配置, 混合節奏","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 231、CHAIN 2540；譜面整體密度高，持續處理量與配置穩定度是重點。
〚献身〛 ~Paradox of Choice,master,14.9,高速處理,"全體難, 物量譜面, 拘束配置","餡蜜推薦, 鍵盤",中低,BPM 282、CHAIN 2236；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。
ヒュブリスの頂に聳えるのは,master,14.9,物量譜面,"全體難, 拘束配置, 混合節奏",鍵盤,中低,BPM 158、CHAIN 2252；譜面整體密度高，持續處理量與配置穩定度是重點。
幻想ロードオブキング,master,14.9,物量譜面,"全體難, 拘束配置, 混合節奏","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 210、CHAIN 2699；譜面整體密度高，持續處理量與配置穩定度是重點。
Longinus,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 212、CHAIN 3036；譜面整體密度高，持續處理量與配置穩定度是重點。
Superbia,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","鍵盤, 交互穩定",中低,BPM 195、CHAIN 2776；譜面整體密度高，持續處理量與配置穩定度是重點。
オンソクデイズ!!,master,14.9,高速處理,"視認難, 局部難, 混合節奏","餡蜜推薦, 鍵盤",中低,BPM 260、CHAIN 1993；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。
Aleph-0,master,14.9,高速處理,"視認難, 局部難, 混合節奏",餡蜜推薦,中低,BPM 250、CHAIN 1659；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。
Exitium,master,14.9,高速處理,"全體難, 物量譜面, 拘束配置","餡蜜推薦, 鍵盤, 擦り可用",中低,BPM 260、CHAIN 2323；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。部分重疊或滑條牽制段落可用擦り輔助。
盟月,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 218、CHAIN 2906；譜面整體密度高，持續處理量與配置穩定度是重點。
AstrøNotes.,master,14.9,高速處理,"全體難, 混合節奏, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 210、CHAIN 2231；譜面有明顯高速配置，速度反應與節奏穩定度是主軸。
#SUP3RORBITAL,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 210、CHAIN 2716；譜面整體密度高，持續處理量與配置穩定度是重點。
AttraqtiA,master,14.9,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用",中低,BPM 202、CHAIN 2525；中高速高密度，部分重疊快速與混合配置可用擦り穩定。
Trackless wilderness,master,14.9,高速處理,"全體難, 混合節奏, 拘束配置","餡蜜可用, 鍵盤, 交互穩定",中低,BPM 217、CHAIN 2303；中高速配置與混合節奏壓力明顯，部分段落可餡蜜。
Gate of Doom,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定, 擦り可用",中低,BPM 208、CHAIN 2805；譜面密度高，混合配置與重疊段落多，部分可擦り或餡蜜輔助。
tHE uNcontRollaBle ciNdeRella,master,14.9,標準,"混合節奏, 拘束配置, 全體難",鍵盤,中,BPM 157、CHAIN 2213；偏綜合型，節奏、配置與基礎穩定度都要顧。
超MANJIラッシュ,master,14.9,物量譜面,"全體難, 拘束配置, 混合節奏","鍵盤, 交互穩定, 擦り可用, 全押推薦",中,BPM 205、CHAIN 2452；譜面整體密度高，持續處理量與配置穩定度是重點。部分重疊或滑條牽制段落可用擦り輔助。部分密集多押段落可用全押思維提高穩定度。
PhenomenoN,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 174、CHAIN 2131；偏綜合型，節奏、配置與基礎穩定度都要顧。
7thSense,master,14.9,拘束配置,"視認難, 局部難, 混合節奏","片手處理, 擦り可用",中,BPM 150、CHAIN 1777；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。部分重疊或滑條牽制段落可用擦り輔助。
Southern Cross,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 171、CHAIN 2028；偏綜合型，節奏、配置與基礎穩定度都要顧。
旅星に渇く,master,14.9,標準,"混合節奏, 拘束配置, 局部難",,中,BPM 142、CHAIN 1880；偏綜合型，節奏、配置與基礎穩定度都要顧。
Adverse Gaff,master,14.9,標準,"混合節奏, 拘束配置, 全體難",鍵盤,中,BPM 160、CHAIN 2045；偏綜合型，節奏、配置與基礎穩定度都要顧。
Stargazing Dreamer,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 202、CHAIN 2097；偏綜合型，節奏、配置與基礎穩定度都要顧。
Yorugao,master,14.9,拘束配置,"視認難, 全體難, 混合節奏","交互穩定, 片手處理, 擦り可用",中,BPM 182、CHAIN 1853；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。部分重疊或滑條牽制段落可用擦り輔助。
とあちゃんのおもちゃ箱,master,14.9,拘束配置,"視認難, 全體難, 混合節奏","鍵盤, 片手處理",中,BPM 106、CHAIN 2114；譜面有較多長條/滑條/AIR 與 TAP 交錯，手順與視認牽制明顯。
雷切-RAIKIRI-,master,14.9,標準,"混合節奏, 拘束配置, 局部難",,中,BPM 165、CHAIN 1854；偏綜合型，節奏、配置與基礎穩定度都要顧。
Sheriruth,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 185、CHAIN 1972；偏綜合型，節奏、配置與基礎穩定度都要顧。
Titania,master,14.9,物量譜面,"全體難, 最後不能鬆懈, 拘束配置","餡蜜可用, 鍵盤, 交互穩定, 擦り可用, 全押推薦",中,BPM 212、CHAIN 2918；譜面整體密度高，持續處理量與配置穩定度是重點。部分重疊或滑條牽制段落可用擦り輔助。部分密集多押段落可用全押思維提高穩定度。
SINister Evolution,master,14.9,拘束配置,"視認難, 全體難, 混合節奏","片手處理, 擦り可用",中,BPM 149、CHAIN 1618；譜面有大量長條/滑條/AIR 牽制，整體不只是物量，手順與擦り輔助重要。
the EmpErroR,master,14.9,拘束配置,"視認難, 全體難, 混合節奏","片手處理, 餡蜜可用",中,BPM 240、CHAIN 2000；高速要素存在，但譜面中 AIR/長條牽制也重，手順與段落反應壓力高。
Elemental Ethnic,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定",中,BPM 163、CHAIN 1948；偏綜合型，節奏、配置與穩定度都要顧。
Yakumo >>JOINT STRUGGLE (2019 Update),master,14.9,標準,"混合節奏, 拘束配置, 局部難",鍵盤,中,BPM 187、CHAIN 1750；偏綜合配置型，局部節奏與配置穩定度較重要。
真千年女王,master,14.9,標準,"混合節奏, 拘束配置, 全體難",鍵盤,中,BPM 160、CHAIN 1932；偏綜合配置型，節奏與配置穩定度都要顧。
Hainuwele,master,14.9,拘束配置,"全體難, 視認難, 混合節奏","鍵盤, 片手處理, 擦り可用",中,BPM 175、CHAIN 2237；譜面有大量混合配置與牽制，手順壓力明顯，部分重疊段落可擦り。
水晶世界 ~Fracture~,master,14.9,拘束配置,"視認難, 局部難, 混合節奏","片手處理, 擦り可用",中,BPM 180、CHAIN 1500；整體量不爆，但特殊配置與視認牽制較強，部分段落可擦り。
夕焼けのRed Parade,master,14.9,高速處理,"視認難, 局部難, 混合節奏",餡蜜推薦,中,BPM 290、CHAIN 1952；高 BPM 局部段落與反應壓力是主軸，餡蜜推薦。
Doppelganger,master,14.9,高速處理,"視認難, 局部難, 混合節奏","餡蜜推薦, 鍵盤",中,BPM 280、CHAIN 1879；高 BPM 但整體量不爆，重點是高速局部配置與餡蜜處理。
ねぇ、壊れタ人形ハ何処へ棄テらレるノ?,master,14.9,拘束配置,"視認難, 全體難, 混合節奏","鍵盤, 片手處理",中,BPM 188、CHAIN 1993；譜面有特殊配置與牽制，手順與視認壓力較大。
竹,master,14.9,標準,"混合節奏, 拘束配置, 全體難","鍵盤, 交互穩定, 擦り可用, 全押推薦",中高,BPM 183、CHAIN 2168；定數空白；偏綜合型，節奏、配置與基礎穩定度都要顧。部分重疊或滑條牽制段落可用擦り輔助。部分密集多押段落可用全押思維提高穩定度。
